Filename,ClassId,Pred,Conf
625,Intersection with right of way,Intersection with right of way,1.000000
626,Give right to pass,Give right to pass,0.999999
627,Limit 70km,Limit 70km,0.992915
628,Directions right and straight,Directions right and straight,0.996681
629,Danger of slipping,Danger of slipping,0.999958
630,Mandatory step to the left,Mandatory step to the left,0.999756
631,Limit 50km,Limit 50km,1.000000
632,Intersection with right of way,Intersection with right of way,0.999976
633,Limit 120km,Limit 120km,1.000000
634,Limit 120km,Limit 120km,0.999998
635,Limit 30km,Limit 30km,1.000000
636,Right turn mandatory,Right turn mandatory,0.999981
637,Intersection with right of way,Intersection with right of way,0.999969
638,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
639,Danger of bumps,Danger of bumps,0.999909
640,Double curve,Double curve,0.999998
641,Limit 70km,Limit 70km,0.999897
642,Roundabout,Roundabout,0.999996
643,Limit 50km,Limit 50km,1.000000
644,Wild animals,Wild animals,0.999999
645,Mandatory direction straight,Mandatory direction straight,0.999990
646,Men at work,Men at work,1.000000
647,Transit prohibition,Transit prohibition,0.999994
648,Mandatory step to the right,Mandatory step to the right,0.999984
649,Wrong way,Wrong way,0.999999
650,Mandatory step to the left,Mandatory step to the left,1.000000
651,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999998
652,Snow,Snow,0.999973
653,Limit 70km,Limit 70km,1.000000
654,Wild animals,Wild animals,0.999841
655,Intersection with right of way,Intersection with right of way,0.999999
656,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999998
657,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999991
658,Give right to pass,Give right to pass,0.999996
659,Limit 50km,Limit 50km,0.999866
660,Wild animals,Wild animals,1.000000
661,Men at work,Men at work,1.000000
662,Danger of bumps,Danger of bumps,0.999997
663,Mandatory step to the right,Mandatory step to the right,1.000000
664,Limit 100km,Limit 100km,0.999997
665,Men at work,Men at work,1.000000
666,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
667,Danger of bumps,Danger of bumps,0.999969
668,Limit 70km,Limit 70km,1.000000
669,Mandatory direction straight,Mandatory direction straight,1.000000
670,Limit 80km,Limit 80km,0.999997
671,Limit 50km,Limit 50km,1.000000
672,Right of way,Right of way,1.000000
673,Wrong way,Wrong way,0.999986
674,Limit 30km,Limit 30km,0.999998
675,Men at work,Men at work,1.000000
676,No overtaking,No overtaking,1.000000
677,Right of way,Right of way,1.000000
678,Limit 60km,Limit 60km,0.999992
679,Limit 120km,Limit 120km,0.999995
680,Mandatory step to the right,Mandatory step to the right,1.000000
681,Right of way,Right of way,0.999998
682,Right turn mandatory,Right turn mandatory,0.999974
683,Mandatory step to the right,Mandatory step to the right,1.000000
684,Double curve,Double curve,0.999999
685,Left turn mandatory,Left turn mandatory,0.999998
686,Wrong way,Wrong way,1.000000
687,Generic danger,Generic danger,0.999999
688,Intersection with right of way,Intersection with right of way,1.000000
689,Limit 70km,Limit 70km,1.000000
690,No overtaking,No overtaking,1.000000
691,Limit 50km,Limit 50km,1.000000
692,Give right to pass,Give right to pass,1.000000
693,Limit 60km,Limit 60km,0.999992
694,Stop,Stop,0.999995
695,Wrong way,Wrong way,1.000000
696,Limit 30km,Limit 30km,0.999996
697,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999948
698,No overtaking,No overtaking,1.000000
699,No overtaking,No overtaking,0.999999
700,Intersection with right of way,Intersection with right of way,1.000000
701,Limit 120km,Limit 120km,1.000000
702,Limit 60km,Limit 60km,0.999998
703,Give right to pass,Give right to pass,0.999998
704,Limit 50km,Limit 50km,1.000000
705,Generic danger,Generic danger,0.999998
706,Wrong way,Wrong way,1.000000
707,School,School,0.999999
708,No overtaking,No overtaking,1.000000
709,School,School,0.999970
710,Right of way,Right of way,0.999998
711,Stop,Stop,1.000000
712,Give right to pass,Give right to pass,1.000000
713,Limit 120km,Limit 120km,0.999997
714,Right of way,Right of way,0.999999
715,Traffic light,Traffic light,0.999994
716,Limit 30km,Limit 30km,1.000000
717,Limit 30km,Limit 30km,0.999998
718,Wrong way,Wrong way,1.000000
719,Limit 70km,Limit 70km,1.000000
720,Generic danger,Generic danger,0.999955
721,Give right to pass,Give right to pass,1.000000
722,Limit 60km,Limit 60km,0.999998
723,Left turn mandatory,Left turn mandatory,0.999561
724,Right of way,Right of way,1.000000
725,Limit 100km,Limit 100km,0.999744
726,Limit 50km,Limit 50km,1.000000
727,Danger of bumps,Danger of bumps,0.999341
728,Limit 30km,Limit 30km,0.999995
729,Generic danger,Generic danger,0.999999
730,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999977
731,Men at work,Men at work,1.000000
732,Limit 30km,Limit 30km,0.999999
733,Mandatory direction straight,Mandatory direction straight,0.999998
734,Men at work,Men at work,1.000000
735,Snow,Snow,0.999998
736,Wild animals,Wild animals,0.999998
737,Stop,Stop,0.999997
738,Mandatory direction straight,Mandatory direction straight,0.999974
739,Traffic light,Traffic light,0.999997
740,Limit 50km,Limit 50km,0.999999
741,Dangerous right curve,Dangerous right curve,0.999974
742,Mandatory step to the right,Mandatory step to the right,1.000000
743,Limit 80km,Limit 80km,0.999999
744,Limit 100km,Limit 100km,0.999985
745,Stop,Stop,0.999992
746,Men at work,Men at work,0.999996
747,Go ahead,Go ahead,0.999918
748,School,School,0.999752
749,Limit 50km,Limit 50km,1.000000
750,Limit 80km,Limit 80km,1.000000
751,Limit 30km,Limit 30km,1.000000
752,Traffic light,Traffic light,0.999985
753,Men at work,Men at work,0.999987
754,End limit 80km,End limit 80km,0.999989
755,Limit 30km,Limit 30km,1.000000
756,Give right to pass,Give right to pass,0.999998
757,Limit 70km,Limit 70km,1.000000
758,Limit 70km,Limit 70km,0.999997
759,Limit 60km,Limit 60km,0.999997
760,Intersection with right of way,Intersection with right of way,1.000000
761,Men at work,Men at work,1.000000
762,Wild animals,Wild animals,0.999998
763,Give right to pass,Give right to pass,1.000000
764,Intersection with right of way,Intersection with right of way,0.999999
765,Men at work,Men at work,1.000000
766,Mandatory step to the right,Mandatory step to the right,1.000000
767,Limit 80km,Limit 80km,0.999999
768,Right of way,Right of way,1.000000
769,End of no overtaking,End of no overtaking,0.999946
770,Limit 50km,Limit 50km,1.000000
771,Dangerous right curve,Dangerous right curve,0.999988
772,Generic danger,Generic danger,0.999999
773,Limit 120km,Limit 120km,0.999995
774,Right of way,Right of way,0.999996
775,Generic danger,Generic danger,1.000000
776,Right of way,Right of way,0.999995
777,Limit 50km,Limit 50km,1.000000
778,End of no overtaking,End of no overtaking,0.999893
779,Men at work,Men at work,0.999996
780,Men at work,Men at work,0.999996
781,Limit 120km,Limit 120km,0.999978
782,Directions right and straight,Directions right and straight,1.000000
783,No overtaking,No overtaking,0.999998
784,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
785,Limit 120km,Limit 120km,0.999997
786,Limit 50km,Limit 50km,1.000000
787,Limit 70km,Limit 70km,0.999995
788,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999989
789,Limit 30km,Limit 30km,1.000000
790,Limit 70km,Limit 70km,0.996308
791,Limit 80km,Limit 80km,0.999934
792,Limit 50km,Limit 50km,1.000000
793,Cycle crossing,Cycle crossing,0.999994
794,Limit 70km,Limit 70km,1.000000
795,Limit 50km,Limit 50km,1.000000
796,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.997743
797,Generic danger,Generic danger,0.999986
798,Give right to pass,Give right to pass,1.000000
799,Men at work,Men at work,1.000000
800,Right of way,Right of way,0.999982
801,Right of way,Right of way,1.000000
802,Right of way,Right of way,1.000000
803,Limit 120km,Limit 120km,1.000000
804,Limit 50km,Limit 50km,1.000000
805,Mandatory step to the left,Mandatory step to the left,0.999999
806,Limit 70km,Limit 70km,0.999998
807,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
808,Right of way,Right of way,1.000000
809,Limit 50km,Limit 50km,1.000000
810,Limit 60km,Limit 60km,1.000000
811,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
812,Mandatory step to the right,Mandatory step to the right,0.999999
813,Mandatory direction straight,Mandatory direction straight,0.999999
814,Mandatory step to the left,Mandatory step to the left,1.000000
815,Limit 80km,Limit 80km,0.999995
816,Right turn mandatory,Right turn mandatory,0.999843
817,School,School,0.999867
818,Limit 30km,Limit 30km,1.000000
819,End limit 80km,End limit 80km,0.999999
820,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999905
821,Men at work,Men at work,0.999973
822,Limit 50km,Limit 50km,0.999999
823,Limit 50km,Limit 50km,1.000000
824,Transit prohibition,Transit prohibition,1.000000
825,Stop,Stop,1.000000
826,Limit 120km,Limit 120km,0.999999
827,Directions right and straight,Directions right and straight,0.999971
828,Traffic light,Traffic light,1.000000
829,Limit 50km,Limit 50km,1.000000
830,Limit 60km,Limit 60km,0.999946
831,Go ahead,Go ahead,0.999983
832,End limit 80km,End limit 80km,0.999946
833,Limit 100km,Limit 100km,1.000000
834,Stop,Stop,1.000000
835,Limit 30km,Limit 30km,0.999922
836,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999906
837,Limit 30km,Limit 30km,0.999996
838,Give right to pass,Give right to pass,1.000000
839,Limit 70km,Limit 70km,1.000000
840,Limit 30km,Limit 30km,1.000000
841,Limit 50km,Limit 50km,1.000000
842,Transit prohibition,Transit prohibition,1.000000
843,Wrong way,Wrong way,1.000000
844,Limit 50km,Limit 50km,1.000000
845,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
846,Men at work,Men at work,0.999999
847,Limit 70km,Limit 70km,1.000000
848,Limit 80km,Limit 80km,1.000000
849,Wild animals,Wild animals,1.000000
850,Limit 70km,Limit 70km,0.999998
851,Intersection with right of way,Intersection with right of way,0.999159
852,Limit 50km,Limit 50km,1.000000
853,Limit 80km,Limit 80km,1.000000
854,Limit 50km,Limit 50km,1.000000
855,Give right to pass,Give right to pass,0.999831
856,Give right to pass,Give right to pass,0.999997
857,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999991
858,Limit 100km,Limit 100km,0.999966
859,Mandatory step to the right,Mandatory step to the right,1.000000
860,Limit 30km,Limit 30km,1.000000
861,Generic danger,Generic danger,0.999999
862,No overtaking,No overtaking,1.000000
863,Mandatory direction straight,Mandatory direction straight,1.000000
864,Mandatory step to the right,Mandatory step to the right,1.000000
865,Mandatory direction straight,Mandatory direction straight,0.999999
866,Give right to pass,Give right to pass,1.000000
867,Generic danger,Generic danger,0.999999
868,Double curve,Double curve,0.999876
869,Intersection with right of way,Intersection with right of way,0.999990
870,Generic danger,Generic danger,0.999962
871,Danger of bumps,Danger of bumps,0.999796
872,Generic danger,Generic danger,0.999144
873,Limit 100km,Limit 100km,1.000000
874,Mandatory step to the right,Mandatory step to the right,1.000000
875,Right turn mandatory,Right turn mandatory,0.999980
876,Stop,Stop,0.999994
877,School,School,0.999968
878,Limit 120km,Limit 120km,0.999999
879,Mandatory step to the right,Mandatory step to the right,0.999999
880,Double curve,Double curve,0.999980
881,Give right to pass,Give right to pass,0.999999
882,Limit 100km,Limit 100km,0.999999
883,No overtaking,No overtaking,1.000000
884,No overtaking,No overtaking,1.000000
885,Mandatory direction straight,Mandatory direction straight,0.999999
886,Intersection with right of way,Intersection with right of way,1.000000
887,Give right to pass,Give right to pass,1.000000
888,Mandatory direction straight,Mandatory direction straight,1.000000
889,Limit 60km,Limit 60km,1.000000
890,Right turn mandatory,Right turn mandatory,0.999996
891,Right turn mandatory,Right turn mandatory,0.999970
892,Limit 50km,Limit 50km,0.999986
893,Mandatory step to the right,Mandatory step to the right,1.000000
894,Limit 120km,Limit 120km,0.999999
895,Mandatory step to the right,Mandatory step to the right,1.000000
896,Right of way,Right of way,1.000000
897,No overtaking,No overtaking,1.000000
898,Limit 50km,Limit 50km,0.999999
899,Right turn mandatory,Right turn mandatory,0.999995
900,Limit 60km,Limit 60km,0.999993
901,Give right to pass,Give right to pass,0.999998
902,Limit 80km,Limit 80km,1.000000
903,Limit 50km,Limit 50km,1.000000
904,Mandatory direction straight,Mandatory direction straight,0.999978
905,Danger of slipping,Danger of slipping,0.999988
906,Right of way,Right of way,1.000000
907,Limit 70km,Limit 70km,1.000000
908,Limit 30km,Limit 30km,1.000000
909,Limit 80km,Limit 80km,1.000000
910,Limit 80km,Limit 80km,1.000000
911,Wild animals,Wild animals,0.999999
912,Intersection with right of way,Intersection with right of way,1.000000
913,No overtaking,No overtaking,1.000000
914,Give right to pass,Give right to pass,0.999999
915,Limit 100km,Limit 100km,0.999998
916,Wrong way,Wrong way,1.000000
917,Limit 30km,Limit 30km,1.000000
918,Generic danger,Generic danger,0.999789
919,Men at work,Men at work,1.000000
920,Snow,Snow,0.999997
921,Limit 100km,Limit 100km,0.999997
922,Give right to pass,Give right to pass,1.000000
923,Limit 50km,Limit 50km,1.000000
924,Limit 70km,Limit 70km,0.999997
925,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
926,Limit 80km,Limit 80km,0.999991
927,Limit 60km,Limit 60km,1.000000
928,Danger of bumps,Danger of bumps,0.999556
929,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999994
930,Cycle crossing,Cycle crossing,0.999990
931,Roundabout,Roundabout,0.999946
932,Transit prohibition,Transit prohibition,1.000000
933,Mandatory step to the left,Mandatory step to the left,1.000000
934,Limit 60km,Limit 60km,0.999998
935,Limit 30km,Limit 30km,1.000000
936,Limit 50km,Limit 50km,1.000000
937,Intersection with right of way,Intersection with right of way,0.999997
938,Limit 30km,Limit 30km,0.999998
939,Limit 60km,Limit 60km,0.999999
940,Mandatory step to the right,Mandatory step to the right,1.000000
941,Generic danger,Generic danger,0.999999
942,Mandatory step to the left,Mandatory step to the left,0.999954
943,Give right to pass,Give right to pass,1.000000
